21.07.2023                                                                                                                           Salida dinámica de lista                                                                                                                                                                                 1


	Can.distr.	Denomin.	Seccion	Estado	Solic.	Nombre	Entrega	Posicion E	F.Creacion	Pedido	Clase Pedi	F.Creacion	Pedido	Posicion P	Material	Moneda	Cantidad E	UM venta	Valor Neto	StTotPick.	StatGlWM	StTotMovMe	Stat.fact.	Status PT
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001386	ALKOSTO  VENECIA BOGOTA	985406220	        10	19.07.2023	903155308	ZED1	17.07.2023	AKVEN0000970318	        10	PB0046823	COP	        12	UN	   177,840	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	        10	19.07.2023	903156500	ZED1	19.07.2023	6012917	        20	PB0084541	COP	       288	UN	11,287,008	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	        20	19.07.2023	903156500	ZED1	19.07.2023	6012917	        30	PB0092595	COP	       300	UN	16,316,100	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	        30	19.07.2023	903156500	ZED1	19.07.2023	6012917	        40	PB0001134	COP	       128	UN	 1,884,544	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	        40	19.07.2023	903156500	ZED1	19.07.2023	6012917	        50	PB0063831	COP	        24	UN	   508,224	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	        50	19.07.2023	903156500	ZED1	19.07.2023	6012917	        60	PB0092579	COP	       312	UN	12,480,000	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       320	19.07.2023	903156500	ZED1	19.07.2023	6012917	       360	PB0039398	COP	        57	UN	   977,151	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       310	19.07.2023	903156500	ZED1	19.07.2023	6012917	       350	PB0092591	COP	       312	UN	12,480,000	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       300	19.07.2023	903156500	ZED1	19.07.2023	6012917	       320	PB0002983	COP	        70	UN	 1,529,430	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       290	19.07.2023	903156500	ZED1	19.07.2023	6012917	       310	PB0069814	COP	        16	UN	   386,144	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       280	19.07.2023	903156500	ZED1	19.07.2023	6012917	       300	3004290210	COP	        12	UN	   213,780	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       270	19.07.2023	903156500	ZED1	19.07.2023	6012917	       290	PB0008093	COP	        18	UN	   393,282	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       260	19.07.2023	903156500	ZED1	19.07.2023	6012917	       280	PB0092592	COP	       300	UN	16,316,100	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       250	19.07.2023	903156500	ZED1	19.07.2023	6012917	       270	PB0086861	COP	       300	UN	13,007,400	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       230	19.07.2023	903156500	ZED1	19.07.2023	6012917	       250	PB0092580	COP	       312	UN	12,480,000	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       220	19.07.2023	903156500	ZED1	19.07.2023	6012917	       240	PB0018970	COP	        48	UN	   997,104	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       210	19.07.2023	903156500	ZED1	19.07.2023	6012917	       230	1004410140	COP	        48	UN	   997,104	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       200	19.07.2023	903156500	ZED1	19.07.2023	6012917	       220	PB0069959	COP	         8	UN	   395,296	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       190	19.07.2023	903156500	ZED1	19.07.2023	6012917	       210	PB0069958	COP	        16	UN	   790,592	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       180	19.07.2023	903156500	ZED1	19.07.2023	6012917	       200	1006950050	COP	        48	UN	 1,158,432	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       170	19.07.2023	903156500	ZED1	19.07.2023	6012917	       190	PB0092597	COP	       300	UN	16,316,100	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       160	19.07.2023	903156500	ZED1	19.07.2023	6012917	       180	PB0092594	COP	       300	UN	16,316,100	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       150	19.07.2023	903156500	ZED1	19.07.2023	6012917	       170	1006740000	COP	        30	UN	   804,720	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       140	19.07.2023	903156500	ZED1	19.07.2023	6012917	       160	PB0092596	COP	       300	UN	16,316,100	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       130	19.07.2023	903156500	ZED1	19.07.2023	6012917	       150	PB0092593	COP	       300	UN	16,316,100	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       120	19.07.2023	903156500	ZED1	19.07.2023	6012917	       140	PB0086863	COP	       300	UN	13,007,400	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       110	19.07.2023	903156500	ZED1	19.07.2023	6012917	       130	PB0084544	COP	        16	UN	   655,056	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	       100	19.07.2023	903156500	ZED1	19.07.2023	6012917	       120	PB0075664	COP	        36	UN	 1,401,264	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	        90	19.07.2023	903156500	ZED1	19.07.2023	6012917	       110	PB0015866	COP	       113	UN	 1,663,699	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	        80	19.07.2023	903156500	ZED1	19.07.2023	6012917	       100	1002813550	COP	        18	UN	   393,282	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	        70	19.07.2023	903156500	ZED1	19.07.2023	6012917	        80	PB0002986	COP	        30	UN	   655,470	C	B	A	A	A
	01	MODERNO	Picking	4. OTs generadas pendientes de picking o el picking está parcial	1000001609	FAMATODO CENTRO DE DISTRIBUCION	985406234	        60	19.07.2023	903156500	ZED1	19.07.2023	6012917	        70	PB0074062	COP	        60	UN	 1,391,580	C	B	A	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000068	EXITO  UNICENTRO MEDELLIN	985406429	        10	19.07.2023	903156644	ZEDI	19.07.2023	0020679423	        10	PB0040746	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000068	EXITO  UNICENTRO MEDELLIN	985406429	        20	19.07.2023	903156644	ZEDI	19.07.2023	0020679423	        20	PB0074637	COP	         3	UN	    57,477	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000068	EXITO  UNICENTRO MEDELLIN	985406429	        30	19.07.2023	903156644	ZEDI	19.07.2023	0020679423	        30	PB0074631	COP	         2	UN	    38,318	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000068	EXITO  UNICENTRO MEDELLIN	985406429	        40	19.07.2023	903156644	ZEDI	19.07.2023	0020679423	        40	PB0074636	COP	         2	UN	    38,318	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000110	CARULLA SAN LUCAS	985406430	        10	19.07.2023	903156647	ZEDI	19.07.2023	0020679423	        20	PB0040746	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000110	CARULLA SAN LUCAS	985406430	        20	19.07.2023	903156647	ZEDI	19.07.2023	0020679423	        30	PB0063200	COP	         6	UN	   276,306	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000110	CARULLA SAN LUCAS	985406430	        30	19.07.2023	903156647	ZEDI	19.07.2023	0020679423	        40	PB0079064	COP	         4	UN	   213,460	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000110	CARULLA SAN LUCAS	985406430	        40	19.07.2023	903156647	ZEDI	19.07.2023	0020679423	        50	PB0040747	COP	         6	UN	   276,306	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000002	EXITO BELLO	985406431	        10	19.07.2023	903156648	ZEDI	19.07.2023	0020679423	        10	PB0041849	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000002	EXITO BELLO	985406431	        20	19.07.2023	903156648	ZEDI	19.07.2023	0020679423	        20	PB0076494	COP	         6	UN	   207,714	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000002	EXITO BELLO	985406431	        30	19.07.2023	903156648	ZEDI	19.07.2023	0020679423	        30	PB0074644	COP	         1	UN	    19,159	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000002	EXITO BELLO	985406431	        40	19.07.2023	903156648	ZEDI	19.07.2023	0020679423	        40	PB0074637	COP	         3	UN	    57,477	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000047907	EXITO LA CENTRAL	985406432	        10	19.07.2023	903156650	ZEDI	19.07.2023	0020679423	        10	PB0074651	COP	         1	UN	    19,159	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000004	EXITO POBLADO	985406433	        10	19.07.2023	903156640	ZEDI	19.07.2023	0020679423	        10	PB0074631	COP	         4	UN	    76,636	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000004	EXITO POBLADO	985406433	        20	19.07.2023	903156640	ZEDI	19.07.2023	0020679423	        20	PB0074636	COP	         2	UN	    38,318	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000005	EXITO ENVIGADO	985406434	        10	19.07.2023	903156651	ZEDI	19.07.2023	0020679423	        10	PB0041849	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000005	EXITO ENVIGADO	985406434	        20	19.07.2023	903156651	ZEDI	19.07.2023	0020679423	        20	PB0041854	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000005	EXITO ENVIGADO	985406434	        30	19.07.2023	903156651	ZEDI	19.07.2023	0020679423	        30	PB0040746	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000005	EXITO ENVIGADO	985406434	        40	19.07.2023	903156651	ZEDI	19.07.2023	0020679423	        40	PB0063200	COP	         6	UN	   276,306	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000005	EXITO ENVIGADO	985406434	        50	19.07.2023	903156651	ZEDI	19.07.2023	0020679423	        50	PB0090573	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000005	EXITO ENVIGADO	985406434	        60	19.07.2023	903156651	ZEDI	19.07.2023	0020679423	        60	PB0090574	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000005	EXITO ENVIGADO	985406434	        70	19.07.2023	903156651	ZEDI	19.07.2023	0020679423	        70	PB0041853	COP	         6	UN	   311,670	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006012	CARULLA CITY PLAZA	985406435	        10	19.07.2023	903156638	ZEDI	19.07.2023	0020679423	        10	PB0063200	COP	         6	UN	   276,306	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006012	CARULLA CITY PLAZA	985406435	        20	19.07.2023	903156638	ZEDI	19.07.2023	0020679423	        20	PB0077662	COP	         4	UN	   141,252	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000062582	EXITO PLAZA FABRICATO	985406436	        10	19.07.2023	903156636	ZEDI	19.07.2023	0020679423	        10	PB0080425	COP	        20	UN	    73,940	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001362	CARULLA OVIEDO	985406437	        10	19.07.2023	903156635	ZEDI	19.07.2023	0020679423	        10	PB0041851	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001362	CARULLA OVIEDO	985406437	        20	19.07.2023	903156635	ZEDI	19.07.2023	0020679423	        20	PB0041853	COP	         6	UN	   311,670	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001362	CARULLA OVIEDO	985406437	        30	19.07.2023	903156635	ZEDI	19.07.2023	0020679423	        30	PB0063232	COP	         6	UN	   311,670	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000007	EXITO LAURELES	985406438	        10	19.07.2023	903156634	ZEDI	19.07.2023	0020679423	        10	PB0065455	COP	         4	UN	   197,648	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000007	EXITO LAURELES	985406438	        20	19.07.2023	903156634	ZEDI	19.07.2023	0020679423	        20	PB0076497	COP	         4	UN	   138,476	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000009	EXITO ITAGUI	985406440	        10	19.07.2023	903156631	ZEDI	19.07.2023	0020679423	        10	PB0074651	COP	         2	UN	    38,318	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001377	CARULLA PALMAS	985406441	        10	19.07.2023	903156630	ZEDI	19.07.2023	0020679423	        10	PB0041853	COP	         6	UN	   311,670	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001371	CARULLA PINAR DEL RIO	985406442	        20	19.07.2023	903156629	ZEDI	19.07.2023	0020679423	        20	PB0040747	COP	         6	UN	   276,306	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001371	CARULLA PINAR DEL RIO	985406442	        10	19.07.2023	903156629	ZEDI	19.07.2023	0020679423	        10	PB0040746	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000107	CARULLA POBLADO	985406443	        10	19.07.2023	903156628	ZEDI	19.07.2023	0020679423	        10	PB0041854	COP	         4	UN	   184,204	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000107	CARULLA POBLADO	985406443	        20	19.07.2023	903156628	ZEDI	19.07.2023	0020679423	        20	PB0076492	COP	         4	UN	   138,476	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000031132	ÉXITO LA CEJA	985406447	        10	19.07.2023	903156626	ZEDI	19.07.2023	0020679423	        10	PB0074631	COP	         1	UN	    19,159	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000005736	ÉXITO DEL ESTE	985406449	        10	19.07.2023	903156624	ZEDI	19.07.2023	0020679423	        10	PB0074636	COP	         4	UN	    76,636	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000000034	EXITO SABANETA	985406450	        10	19.07.2023	903156622	ZEDI	19.07.2023	0020679423	        10	PB0074644	COP	         1	UN	    19,159	C	C	C	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406564	        10	19.07.2023	903157184	ZED2	19.07.2023	4612410261	        10	PB0025175	COP	       228	UN	 2,475,328	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406564	        20	19.07.2023	903157184	ZED2	19.07.2023	4612410261	        20	PB0025522	COP	        84	UN	   932,526	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406564	        30	19.07.2023	903157184	ZED2	19.07.2023	4612410261	        30	PB0092918	COP	        12	UN	   174,895	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406564	        40	19.07.2023	903157184	ZED2	19.07.2023	4612410261	        40	PB0092920	COP	        12	UN	   170,424	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406564	        50	19.07.2023	903157184	ZED2	19.07.2023	4612410261	        50	PB0092922	COP	         6	UN	    46,510	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406565	        10	19.07.2023	903157185	ZED2	19.07.2023	4612410263	        10	PB0062623	COP	        12	UN	   130,237	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406565	        20	19.07.2023	903157185	ZED2	19.07.2023	4612410263	        20	PB0090898	COP	         6	UN	    13,025	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406565	        30	19.07.2023	903157185	ZED2	19.07.2023	4612410263	        30	PB0090899	COP	        12	UN	    26,050	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406565	        70	19.07.2023	903157185	ZED2	19.07.2023	4612410263	        70	PB0093127	COP	        12	UN	   170,424	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406565	        60	19.07.2023	903157185	ZED2	19.07.2023	4612410263	        60	PB0092912	COP	        24	UN	   334,886	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406565	        50	19.07.2023	903157185	ZED2	19.07.2023	4612410263	        50	PB0092911	COP	        12	UN	    88,560	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406565	        40	19.07.2023	903157185	ZED2	19.07.2023	4612410263	        40	PB0090985	COP	        12	UN	   155,596	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	        90	19.07.2023	903157186	ZED2	19.07.2023	4612410260	       100	PB0077377	COP	        12	UN	   151,600	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	       100	19.07.2023	903157186	ZED2	19.07.2023	4612410260	       130	PB0090080	COP	        12	UN	   119,892	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	        80	19.07.2023	903157186	ZED2	19.07.2023	4612410260	        90	PB0065896	COP	       192	UN	 2,131,315	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	        70	19.07.2023	903157186	ZED2	19.07.2023	4612410260	        80	PB0062603	COP	         6	UN	   109,771	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	        60	19.07.2023	903157186	ZED2	19.07.2023	4612410260	        70	PB0062599	COP	         6	UN	   109,771	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	        10	19.07.2023	903157186	ZED2	19.07.2023	4612410260	        20	PB0028632	COP	        12	UN	   207,751	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	        20	19.07.2023	903157186	ZED2	19.07.2023	4612410260	        30	PB0030521	COP	        18	UN	   311,627	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	        30	19.07.2023	903157186	ZED2	19.07.2023	4612410260	        40	PB0039447	COP	        60	UN	   576,666	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	        50	19.07.2023	903157186	ZED2	19.07.2023	4612410260	        60	PB0062602	COP	        24	UN	   415,282	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	        40	19.07.2023	903157186	ZED2	19.07.2023	4612410260	        50	PB0046820	COP	        48	UN	   461,333	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	       110	19.07.2023	903157186	ZED2	19.07.2023	4612410260	       140	PB0090077	COP	         6	UN	    61,608	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	       120	19.07.2023	903157186	ZED2	19.07.2023	4612410260	       150	PB0041849	COP	         2	UN	    92,102	A	A	A	A	A
	01	MODERNO	Picking	3. OTs pendientes de generar o generadas parcialmente	1000001531	BODEGA CROSSDOCKING CALI 955	985406566	       130	19.07.2023	903157186	ZED2	19.07.2023	4612410260	       160	PB0041731	COP	         2	UN	    92,102	A	A	A	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006650	BODEGA 9458031	985406569	        10	19.07.2023	903157209	ZED2	19.07.2023	4612397119	        10	PB0062623	COP	        12	UN	   130,237	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006650	BODEGA 9458031	985406569	        20	19.07.2023	903157209	ZED2	19.07.2023	4612397119	        20	PB0082582	COP	         6	UN	   111,262	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006650	BODEGA 9458031	985406569	        30	19.07.2023	903157209	ZED2	19.07.2023	4612397119	        30	PB0082584	COP	         6	UN	   122,418	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006650	BODEGA 9458031	985406569	        40	19.07.2023	903157209	ZED2	19.07.2023	4612397119	        40	PB0090898	COP	        18	UN	    39,074	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006650	BODEGA 9458031	985406569	        50	19.07.2023	903157209	ZED2	19.07.2023	4612397119	        50	PB0090899	COP	        30	UN	    65,124	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006650	BODEGA 9458031	985406569	        70	19.07.2023	903157209	ZED2	19.07.2023	4612397119	        70	PB0092911	COP	        12	UN	    88,560	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006650	BODEGA 9458031	985406569	    900001	19.07.2023	903157209	ZED2	19.07.2023	4612397119	        60	PB0090985	COP	         1	UN	    12,966	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006650	BODEGA 9458031	985406569	    900002	19.07.2023	903157209	ZED2	19.07.2023	4612397119	        60	PB0090985	COP	         1	UN	    12,966	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000006650	BODEGA 9458031	985406569	    900003	19.07.2023	903157209	ZED2	19.07.2023	4612397119	        60	PB0090985	COP	        10	UN	   129,663	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001534	BODEGA OLIMPICA 900	985406570	       100	19.07.2023	903157210	ZED2	19.07.2023	4612401983	       100	PB0092917	COP	        12	UN	   170,424	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001534	BODEGA OLIMPICA 900	985406570	        90	19.07.2023	903157210	ZED2	19.07.2023	4612401983	        90	PB0092912	COP	        12	UN	   167,443	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001534	BODEGA OLIMPICA 900	985406570	        80	19.07.2023	903157210	ZED2	19.07.2023	4612401983	        80	PB0092911	COP	        12	UN	    88,560	C	C	C	A	A
	01	MODERNO	Otros	2. Entregas contabilizadas pendientes por facturar	1000001534	BODEGA OLIMPICA 900	985406570	        70	19.07.2023	903157210	ZED2	19.07.2023	4612401983	        70	PB0090897	COP	         6	UN	   111,262	C	C	C	A	A
